State,County,Fips,Year,FIRate ,NumberFIIndividuals ,ChildFIRate,NumberFIChildren,CostPerMeal 
ND,"Kidder County, North Dakota",38043,2019,6.80%,170,12.20%,60,$3.35 
ND,"LaMoure County, North Dakota",38045,2019,7.00%,290,13.90%,120,$3.28 
ND,"Logan County, North Dakota",38047,2019,4.10%,80,7.10%,30,$3.36 
ND,"McHenry County, North Dakota",38049,2019,5.50%,320,9.10%,130,$3.36 
ND,"McIntosh County, North Dakota",38051,2019,6.20%,160,10.60%,50,$3.25 
ND,"McKenzie County, North Dakota",38053,2019,6.10%,820,9.60%,410,$3.64 
ND,"McLean County, North Dakota",38055,2019,4.70%,450,8.90%,180,$3.38 
ND,"Mercer County, North Dakota",38057,2019,4.70%,390,9.30%,180,$3.38 
ND,"Morton County, North Dakota",38059,2019,4.60%,"1,420",7.40%,500,$3.23 
ND,"Mountrail County, North Dakota",38061,2019,5.90%,610,10.10%,280,$3.56 
ND,"Nelson County, North Dakota",38063,2019,7.80%,230,13.60%,70,$3.23 
ND,"Oliver County, North Dakota",38065,2019,4.70%,90,10.70%,50,$3.36 
ND,"Pembina County, North Dakota",38067,2019,5.00%,350,8.20%,120,$3.59 
ND,"Pierce County, North Dakota",38069,2019,7.80%,320,15.00%,130,$3.30 
ND,"Ramsey County, North Dakota",38071,2019,8.90%,"1,030",12.10%,330,$3.14 
ND,"Ransom County, North Dakota",38073,2019,5.30%,280,8.30%,90,$3.27 
ND,"Renville County, North Dakota",38075,2019,3.10%,80,6.70%,40,$3.39 
ND,"Richland County, North Dakota",38077,2019,5.70%,930,9.30%,320,$3.22 
ND,"Rolette County, North Dakota",38079,2019,15.60%,"2,270",25.70%,"1,260",$3.06 
ND,"Sargent County, North Dakota",38081,2019,3.80%,150,6.10%,50,$3.26 
ND,"Sheridan County, North Dakota",38083,2019,7.50%,110,16.30%,40,$3.37 
ND,"Sioux County, North Dakota",38085,2019,18.20%,800,25.60%,400,$3.35 
ND,"Slope County, North Dakota",38087,2019,5.60%,40,8.40%,10,$3.54 
ND,"Stark County, North Dakota",38089,2019,5.30%,"1,630",6.60%,530,$3.48 
ND,"Steele County, North Dakota",38091,2019,2.90%,50,7.80%,30,$3.27 
ND,"Stutsman County, North Dakota",38093,2019,7.40%,"1,540",12.70%,530,$3.27 
ND,"Towner County, North Dakota",38095,2019,6.50%,140,10.40%,50,$3.12 
ND,"Traill County, North Dakota",38097,2019,4.50%,360,7.00%,120,$3.26 
ND,"Walsh County, North Dakota",38099,2019,5.90%,640,9.10%,220,$3.23 
ND,"Ward County, North Dakota",38101,2019,5.60%,"3,840",8.60%,"1,400",$3.40 
ND,"Wells County, North Dakota",38103,2019,6.20%,250,10.20%,90,$3.34 
ND,"Williams County, North Dakota",38105,2019,4.50%,"1,600",7.10%,700,$3.54 
OH,"Adams County, Ohio",39001,2019,19.00%,"5,280",25.50%,"1,710",$2.65 
OH,"Allen County, Ohio",39003,2019,13.30%,"13,720",18.70%,"4,470",$2.73 
OH,"Ashland County, Ohio",39005,2019,13.60%,"7,260",17.90%,"2,180",$2.82 
OH,"Ashtabula County, Ohio",39007,2019,16.30%,"15,940",21.80%,"4,730",$2.89 
OH,"Athens County, Ohio",39009,2019,18.90%,"12,460",22.40%,"2,170",$2.94 
OH,"Auglaize County, Ohio",39011,2019,10.30%,"4,690",11.90%,"1,310",$2.85 
OH,"Belmont County, Ohio",39013,2019,13.90%,"9,480",17.90%,"2,310",$2.83 
OH,"Brown County, Ohio",39015,2019,15.10%,"6,600",19.30%,"1,930",$3.02 
OH,"Butler County, Ohio",39017,2019,11.80%,"45,020",14.80%,"13,270",$3.13 
OH,"Carroll County, Ohio",39019,2019,13.30%,"3,640",17.10%,970,$3.58 
OH,"Champaign County, Ohio",39021,2019,12.30%,"4,790",15.90%,"1,390",$3.01 
OH,"Clark County, Ohio",39023,2019,14.50%,"19,570",19.40%,"5,890",$2.87 
OH,"Clermont County, Ohio",39025,2019,11.50%,"23,500",13.30%,"6,310",$3.15 
OH,"Clinton County, Ohio",39027,2019,15.40%,"6,450",20.10%,"1,970",$2.77 
OH,"Columbiana County, Ohio",39029,2019,14.50%,"14,930",19.30%,"4,080",$2.87 
OH,"Coshocton County, Ohio",39031,2019,14.80%,"5,430",20.20%,"1,740",$2.64 
OH,"Crawford County, Ohio",39033,2019,15.10%,"6,320",20.20%,"1,840",$2.90 
OH,"Cuyahoga County, Ohio",39035,2019,13.90%,"173,920",20.70%,"54,000",$3.30 
OH,"Darke County, Ohio",39037,2019,12.30%,"6,330",15.30%,"1,880",$2.76 
OH,"Defiance County, Ohio",39039,2019,11.00%,"4,200",15.00%,"1,320",$2.68 
OH,"Delaware County, Ohio",39041,2019,7.60%,"15,230",7.40%,"3,970",$3.24 
OH,"Erie County, Ohio",39043,2019,13.00%,"9,700",18.00%,"2,760",$2.93 
OH,"Fairfield County, Ohio",39045,2019,11.00%,"17,070",13.60%,"5,080",$2.92 
OH,"Fayette County, Ohio",39047,2019,15.70%,"4,490",20.10%,"1,360",$2.69 
OH,"Franklin County, Ohio",39049,2019,12.80%,"164,950",17.50%,"52,860",$3.17 
OH,"Fulton County, Ohio",39051,2019,10.40%,"4,410",12.70%,"1,280",$3.00 
OH,"Gallia County, Ohio",39053,2019,17.60%,"5,300",23.30%,"1,610",$2.62 
OH,"Geauga County, Ohio",39055,2019,8.70%,"8,180",9.80%,"2,120",$3.26 
OH,"Greene County, Ohio",39057,2019,12.00%,"19,960",15.20%,"5,210",$3.02 
OH,"Guernsey County, Ohio",39059,2019,17.00%,"6,660",24.40%,"2,120",$2.69 
OH,"Hamilton County, Ohio",39061,2019,12.80%,"103,930",18.40%,"34,640",$3.17 
OH,"Hancock County, Ohio",39063,2019,11.50%,"8,710",12.90%,"2,190",$2.88 
OH,"Hardin County, Ohio",39065,2019,14.00%,"4,400",16.60%,"1,210",$2.90 
OH,"Harrison County, Ohio",39067,2019,15.40%,"2,340",21.00%,670,$2.91 
OH,"Henry County, Ohio",39069,2019,11.10%,"3,030",14.90%,950,$2.83 
OH,"Highland County, Ohio",39071,2019,17.10%,"7,360",22.40%,"2,310",$2.82 
OH,"Hocking County, Ohio",39073,2019,14.60%,"4,140",19.20%,"1,200",$2.91 
OH,"Holmes County, Ohio",39075,2019,10.40%,"4,550",12.10%,"1,690",$2.91 
OH,"Huron County, Ohio",39077,2019,14.00%,"8,150",18.10%,"2,570",$2.71 
OH,"Jackson County, Ohio",39079,2019,17.80%,"5,780",23.90%,"1,870",$2.88 
OH,"Jefferson County, Ohio",39081,2019,16.40%,"10,910",22.80%,"2,930",$2.86 
OH,"Knox County, Ohio",39083,2019,13.20%,"8,100",17.00%,"2,380",$2.84 
OH,"Lake County, Ohio",39085,2019,10.80%,"24,810",13.40%,"6,220",$3.18 
OH,"Lawrence County, Ohio",39087,2019,17.60%,"10,600",23.00%,"3,040",$2.77 
OH,"Licking County, Ohio",39089,2019,12.40%,"21,460",15.60%,"6,300",$3.01 
OH,"Logan County, Ohio",39091,2019,12.20%,"5,510",15.00%,"1,590",$2.72 
OH,"Lorain County, Ohio",39093,2019,12.40%,"38,160",17.10%,"11,690",$3.00 
OH,"Lucas County, Ohio",39095,2019,15.10%,"65,150",21.20%,"21,100",$2.95 
OH,"Madison County, Ohio",39097,2019,11.60%,"5,120",14.30%,"1,300",$3.06 
OH,"Mahoning County, Ohio",39099,2019,14.90%,"34,360",22.30%,"10,350",$3.16 
OH,"Marion County, Ohio",39101,2019,15.10%,"9,830",19.90%,"2,740",$2.78 
OH,"Medina County, Ohio",39103,2019,9.30%,"16,580",10.60%,"4,270",$3.17 
OH,"Meigs County, Ohio",39105,2019,18.50%,"4,270",23.90%,"1,190",$2.96 
OH,"Mercer County, Ohio",39107,2019,9.30%,"3,810",10.60%,"1,110",$2.53 
OH,"Miami County, Ohio",39109,2019,11.70%,"12,340",13.40%,"3,280",$3.01 
OH,"Monroe County, Ohio",39111,2019,18.10%,"2,530",24.90%,730,$2.89 
OH,"Montgomery County, Ohio",39113,2019,14.30%,"75,930",20.60%,"24,260",$3.05 
OH,"Morgan County, Ohio",39115,2019,17.60%,"2,580",25.20%,780,$2.83 
OH,"Morrow County, Ohio",39117,2019,11.60%,"4,070",14.90%,"1,210",$2.99 
OH,"Muskingum County, Ohio",39119,2019,15.00%,"12,940",20.30%,"4,000",$2.76 
OH,"Noble County, Ohio",39121,2019,15.80%,"2,280",24.30%,650,$2.79 
OH,"Ottawa County, Ohio",39123,2019,12.60%,"5,140",17.20%,"1,310",$3.26 
OH,"Paulding County, Ohio",39125,2019,12.30%,"2,300",14.70%,650,$2.89 
OH,"Perry County, Ohio",39127,2019,16.70%,"6,000",21.90%,"1,860",$2.91 
OH,"Pickaway County, Ohio",39129,2019,12.90%,"7,430",16.40%,"2,050",$2.74 
OH,"Pike County, Ohio",39131,2019,19.10%,"5,350",24.50%,"1,590",$2.79 
OH,"Portage County, Ohio",39133,2019,12.70%,"20,690",15.70%,"4,820",$3.10 
OH,"Preble County, Ohio",39135,2019,12.20%,"5,020",15.00%,"1,400",$2.76 
OH,"Putnam County, Ohio",39137,2019,9.10%,"3,080",10.80%,940,$2.81 
OH,"Richland County, Ohio",39139,2019,14.00%,"16,900",18.40%,"4,830",$2.84 
OH,"Ross County, Ohio",39141,2019,16.10%,"12,400",20.20%,"3,340",$2.77 
OH,"Sandusky County, Ohio",39143,2019,12.50%,"7,390",15.70%,"2,110",$2.66 
OH,"Scioto County, Ohio",39145,2019,19.70%,"15,010",26.00%,"4,310",$2.73 
OH,"Seneca County, Ohio",39147,2019,13.00%,"7,190",16.90%,"2,060",$2.69 
OH,"Shelby County, Ohio",39149,2019,11.40%,"5,540",13.60%,"1,670",$2.77 
OH,"Stark County, Ohio",39151,2019,13.40%,"49,800",18.20%,"14,670",$3.00 
OH,"Summit County, Ohio",39153,2019,12.70%,"68,690",17.40%,"19,830",$3.16 
OH,"Trumbull County, Ohio",39155,2019,15.60%,"31,240",22.80%,"9,430",$2.87 
OH,"Tuscarawas County, Ohio",39157,2019,13.40%,"12,380",17.10%,"3,600",$2.98 
OH,"Union County, Ohio",39159,2019,8.90%,"5,020",9.60%,"1,350",$2.90 
OH,"Van Wert County, Ohio",39161,2019,12.10%,"3,430",14.90%,990,$2.63 
OH,"Vinton County, Ohio",39163,2019,17.50%,"2,290",24.40%,720,$2.82 
OH,"Warren County, Ohio",39165,2019,8.50%,"19,500",9.00%,"5,170",$3.18 
OH,"Washington County, Ohio",39167,2019,15.50%,"9,390",20.50%,"2,440",$2.91 
OH,"Wayne County, Ohio",39169,2019,12.00%,"13,880",14.70%,"4,150",$2.96 
OH,"Williams County, Ohio",39171,2019,11.90%,"4,400",15.60%,"1,300",$2.81 
OH,"Wood County, Ohio",39173,2019,11.50%,"15,030",12.30%,"3,280",$2.99 
OH,"Wyandot County, Ohio",39175,2019,10.80%,"2,380",11.40%,580,$2.82 
OK,"Adair County, Oklahoma",40001,2019,20.20%,"4,480",28.40%,"1,700",$2.85 
OK,"Alfalfa County, Oklahoma",40003,2019,11.40%,670,15.40%,170,$3.05 
OK,"Atoka County, Oklahoma",40005,2019,17.80%,"2,460",25.70%,800,$2.97 
OK,"Beaver County, Oklahoma",40007,2019,10.10%,550,14.30%,200,$2.99 
OK,"Beckham County, Oklahoma",40009,2019,14.20%,"3,150",19.80%,"1,100",$3.13 
OK,"Blaine County, Oklahoma",40011,2019,12.90%,"1,230",19.00%,370,$3.12 
OK,"Bryan County, Oklahoma",40013,2019,16.60%,"7,730",22.00%,"2,400",$3.13 
OK,"Caddo County, Oklahoma",40015,2019,16.20%,"4,720",22.70%,"1,670",$2.90 
OK,"Canadian County, Oklahoma",40017,2019,10.60%,"14,870",14.60%,"5,370",$3.17 
OK,"Carter County, Oklahoma",40019,2019,15.20%,"7,350",21.50%,"2,610",$2.96 
OK,"Cherokee County, Oklahoma",40021,2019,17.20%,"8,390",23.50%,"2,550",$3.22 
OK,"Choctaw County, Oklahoma",40023,2019,20.60%,"3,050",30.00%,"1,080",$2.95 
OK,"Cimarron County, Oklahoma",40025,2019,13.70%,300,19.10%,110,$3.03 
OK,"Cleveland County, Oklahoma",40027,2019,11.80%,"33,090",15.30%,"9,260",$3.12 
OK,"Coal County, Oklahoma",40029,2019,18.60%,"1,040",26.60%,370,$2.99 
OK,"Comanche County, Oklahoma",40031,2019,15.30%,"18,610",22.70%,"6,560",$2.92 
OK,"Cotton County, Oklahoma",40033,2019,16.10%,940,21.50%,290,$3.07 
OK,"Craig County, Oklahoma",40035,2019,17.30%,"2,490",24.30%,770,$3.03 
OK,"Creek County, Oklahoma",40037,2019,13.90%,"9,920",20.30%,"3,460",$3.07 
OK,"Custer County, Oklahoma",40039,2019,13.30%,"3,870",16.60%,"1,220",$3.25 
OK,"Delaware County, Oklahoma",40041,2019,17.20%,"7,300",26.40%,"2,290",$3.10 
OK,"Dewey County, Oklahoma",40043,2019,13.30%,660,20.50%,280,$3.22 
OK,"Ellis County, Oklahoma",40045,2019,14.30%,570,19.80%,180,$3.28 
OK,"Garfield County, Oklahoma",40047,2019,13.50%,"8,330",18.80%,"2,920",$2.97 
OK,"Garvin County, Oklahoma",40049,2019,14.10%,"3,920",19.60%,"1,370",$3.06 
OK,"Grady County, Oklahoma",40051,2019,12.70%,"7,010",17.80%,"2,370",$2.79 
OK,"Grant County, Oklahoma",40053,2019,11.20%,490,15.30%,160,$2.94 
OK,"Greer County, Oklahoma",40055,2019,16.80%,990,22.90%,270,$3.17 
OK,"Harmon County, Oklahoma",40057,2019,13.10%,350,18.30%,120,$3.19 
OK,"Harper County, Oklahoma",40059,2019,14.10%,530,17.90%,170,$3.19 
OK,"Haskell County, Oklahoma",40061,2019,18.30%,"2,320",25.90%,790,$2.97 
OK,"Hughes County, Oklahoma",40063,2019,17.50%,"2,340",25.70%,760,$2.92 
OK,"Jackson County, Oklahoma",40065,2019,14.20%,"3,570",20.60%,"1,310",$3.10 
OK,"Jefferson County, Oklahoma",40067,2019,17.70%,"1,090",26.60%,400,$3.08 
OK,"Johnston County, Oklahoma",40069,2019,18.00%,"1,990",27.50%,720,$2.97 
OK,"Kay County, Oklahoma",40071,2019,16.60%,"7,380",24.00%,"2,660",$2.79 
OK,"Kingfisher County, Oklahoma",40073,2019,11.20%,"1,770",15.70%,670,$3.12 
OK,"Kiowa County, Oklahoma",40075,2019,18.10%,"1,610",26.20%,550,$3.01 
OK,"Latimer County, Oklahoma",40077,2019,18.70%,"1,930",28.00%,630,$3.00 
OK,"Le Flore County, Oklahoma",40079,2019,18.10%,"9,060",26.20%,"3,190",$3.00 
OK,"Lincoln County, Oklahoma",40081,2019,14.20%,"4,950",20.20%,"1,720",$3.07 
OK,"Logan County, Oklahoma",40083,2019,12.00%,"5,610",17.50%,"1,910",$3.14 
OK,"Love County, Oklahoma",40085,2019,14.00%,"1,410",19.60%,490,$3.04 
OK,"McClain County, Oklahoma",40087,2019,10.00%,"3,920",14.10%,"1,420",$3.18 
OK,"McCurtain County, Oklahoma",40089,2019,18.70%,"6,180",27.30%,"2,300",$3.05 
OK,"McIntosh County, Oklahoma",40091,2019,18.90%,"3,720",29.10%,"1,160",$3.04 
OK,"Major County, Oklahoma",40093,2019,11.90%,920,16.90%,330,$3.08 
OK,"Marshall County, Oklahoma",40095,2019,16.60%,"2,750",23.30%,900,$2.99 
OK,"Mayes County, Oklahoma",40097,2019,16.80%,"6,890",23.60%,"2,280",$3.09 
OK,"Murray County, Oklahoma",40099,2019,16.00%,"2,230",22.00%,720,$2.95 
OK,"Muskogee County, Oklahoma",40101,2019,16.70%,"11,490",24.50%,"4,130",$2.89 
OK,"Noble County, Oklahoma",40103,2019,12.50%,"1,420",17.00%,470,$3.01 
OK,"Nowata County, Oklahoma",40105,2019,14.90%,"1,530",21.10%,500,$3.09 
OK,"Okfuskee County, Oklahoma",40107,2019,19.10%,"2,300",27.20%,760,$3.00 
OK,"Oklahoma County, Oklahoma",40109,2019,13.30%,"104,330",19.80%,"39,790",$3.07 
OK,"Okmulgee County, Oklahoma",40111,2019,17.30%,"6,710",26.00%,"2,400",$2.94 
OK,"Osage County, Oklahoma",40113,2019,14.20%,"6,690",22.90%,"2,390",$3.11 
OK,"Ottawa County, Oklahoma",40115,2019,17.40%,"5,490",25.10%,"1,970",$2.86 
OK,"Pawnee County, Oklahoma",40117,2019,14.90%,"2,450",20.90%,820,$3.19 
OK,"Payne County, Oklahoma",40119,2019,16.10%,"13,150",19.10%,"2,980",$3.02 
OK,"Pittsburg County, Oklahoma",40121,2019,17.00%,"7,510",23.80%,"2,340",$3.11 
OK,"Pontotoc County, Oklahoma",40123,2019,14.30%,"5,490",19.30%,"1,740",$2.77 
OK,"Pottawatomie County, Oklahoma",40125,2019,15.20%,"10,980",20.80%,"3,590",$2.98 
OK,"Pushmataha County, Oklahoma",40127,2019,19.20%,"2,140",27.40%,680,$3.00 
OK,"Roger Mills County, Oklahoma",40129,2019,14.40%,530,20.40%,190,$3.23 
OK,"Rogers County, Oklahoma",40131,2019,11.60%,"10,640",17.00%,"3,700",$3.28 
OK,"Seminole County, Oklahoma",40133,2019,18.50%,"4,600",26.30%,"1,640",$2.95 
OK,"Sequoyah County, Oklahoma",40135,2019,18.20%,"7,610",26.50%,"2,620",$2.94 
OK,"Stephens County, Oklahoma",40137,2019,15.30%,"6,680",21.80%,"2,210",$3.13 
OK,"Texas County, Oklahoma",40139,2019,10.90%,"2,270",15.80%,950,$2.96 
OK,"Tillman County, Oklahoma",40141,2019,15.00%,"1,110",22.80%,400,$3.07 
OK,"Tulsa County, Oklahoma",40143,2019,13.60%,"87,700",19.30%,"31,580",$3.16 
OK,"Wagoner County, Oklahoma",40145,2019,12.10%,"9,560",17.70%,"3,430",$3.15 
OK,"Washington County, Oklahoma",40147,2019,13.60%,"7,060",19.50%,"2,400",$2.92 
OK,"Washita County, Oklahoma",40149,2019,13.80%,"1,550",18.80%,530,$3.19 
OK,"Woods County, Oklahoma",40151,2019,11.90%,"1,080",15.00%,280,$3.04 
OK,"Woodward County, Oklahoma",40153,2019,12.40%,"2,570",17.40%,910,$3.18 
OR,"Baker County, Oregon",41001,2019,13.10%,"2,110",19.10%,600,$3.18 
OR,"Benton County, Oregon",41003,2019,10.80%,"9,870",12.10%,"1,810",$3.46 
OR,"Clackamas County, Oregon",41005,2019,8.40%,"34,620",10.40%,"9,300",$3.55 
OR,"Clatsop County, Oregon",41007,2019,11.80%,"4,610",13.60%,"1,010",$3.21 
OR,"Columbia County, Oregon",41009,2019,11.40%,"5,840",15.70%,"1,720",$3.71 
OR,"Coos County, Oregon",41011,2019,15.20%,"9,650",21.90%,"2,580",$3.33 
OR,"Crook County, Oregon",41013,2019,13.10%,"3,010",20.90%,950,$4.64 
OR,"Curry County, Oregon",41015,2019,13.80%,"3,110",17.90%,590,$3.78 
OR,"Deschutes County, Oregon",41017,2019,10.20%,"19,030",13.80%,"5,240",$3.57 
OR,"Douglas County, Oregon",41019,2019,14.00%,"15,280",20.80%,"4,410",$3.14 
OR,"Gilliam County, Oregon",41021,2019,12.10%,230,14.00%,50,$3.64 
OR,"Grant County, Oregon",41023,2019,16.60%,"1,190",23.80%,310,$3.16 
OR,"Harney County, Oregon",41025,2019,12.80%,930,17.40%,260,$3.29 
OR,"Hood River County, Oregon",41027,2019,6.60%,"1,540",7.70%,430,$3.78 
OR,"Jackson County, Oregon",41029,2019,12.70%,"27,520",17.50%,"7,830",$3.26 
OR,"Jefferson County, Oregon",41031,2019,13.80%,"3,260",19.20%,"1,070",$3.76 
OR,"Josephine County, Oregon",41033,2019,15.00%,"12,960",21.50%,"3,640",$3.26 
OR,"Klamath County, Oregon",41035,2019,15.40%,"10,340",22.10%,"3,210",$3.33 
OR,"Lake County, Oregon",41037,2019,15.70%,"1,230",21.50%,320,$3.25 
OR,"Lane County, Oregon",41039,2019,13.60%,"50,680",17.40%,"12,090",$3.32 
OR,"Lincoln County, Oregon",41041,2019,14.40%,"7,010",21.10%,"1,730",$3.72 
OR,"Linn County, Oregon",41043,2019,12.70%,"15,860",16.90%,"4,790",$3.11 
OR,"Malheur County, Oregon",41045,2019,13.90%,"4,230",19.10%,"1,480",$2.69 
OR,"Marion County, Oregon",41047,2019,11.20%,"37,990",15.00%,"12,640",$3.10 
OR,"Morrow County, Oregon",41049,2019,10.20%,"1,160",16.00%,500,$3.09 
OR,"Multnomah County, Oregon",41051,2019,11.20%,"89,810",13.60%,"20,830",$3.63 
OR,"Polk County, Oregon",41053,2019,10.50%,"8,740",13.90%,"2,630",$3.30 
OR,"Sherman County, Oregon",41055,2019,13.40%,220,18.80%,50,$3.83 
OR,"Tillamook County, Oregon",41057,2019,12.70%,"3,360",18.50%,930,$3.75 
OR,"Umatilla County, Oregon",41059,2019,12.80%,"9,890",18.40%,"3,620",$3.08 
OR,"Union County, Oregon",41061,2019,12.50%,"3,300",17.50%,"1,010",$3.20 
OR,"Wallowa County, Oregon",41063,2019,13.70%,960,20.10%,260,$3.13 
OR,"Wasco County, Oregon",41065,2019,11.80%,"3,080",15.90%,930,$3.75 
OR,"Washington County, Oregon",41067,2019,8.40%,"49,270",10.00%,"13,740",$3.39 
OR,"Wheeler County, Oregon",41069,2019,13.60%,190,20.30%,50,$3.32 
OR,"Yamhill County, Oregon",41071,2019,10.20%,"10,670",14.30%,"3,360",$3.45 
PA,"Adams County, Pennsylvania",42001,2019,8.20%,"8,420",11.10%,"2,300",$3.67 
PA,"Allegheny County, Pennsylvania",42003,2019,10.40%,"126,660",13.90%,"31,950",$3.34 
PA,"Armstrong County, Pennsylvania",42005,2019,12.10%,"7,940",16.30%,"2,070",$2.83 
PA,"Beaver County, Pennsylvania",42007,2019,11.00%,"18,180",15.90%,"5,130",$3.02 
PA,"Bedford County, Pennsylvania",42009,2019,11.50%,"5,560",15.20%,"1,450",$3.50 
PA,"Berks County, Pennsylvania",42011,2019,9.40%,"39,480",13.60%,"12,770",$3.20 
PA,"Blair County, Pennsylvania",42013,2019,13.00%,"16,000",17.50%,"4,400",$3.17 
PA,"Bradford County, Pennsylvania",42015,2019,11.60%,"7,080",15.90%,"2,140",$2.93 
PA,"Bucks County, Pennsylvania",42017,2019,7.20%,"45,120",8.50%,"10,980",$3.57 
PA,"Butler County, Pennsylvania",42019,2019,8.90%,"16,720",10.50%,"3,970",$3.20 
PA,"Cambria County, Pennsylvania",42021,2019,13.50%,"17,900",20.00%,"5,130",$3.02 
PA,"Cameron County, Pennsylvania",42023,2019,14.20%,660,22.10%,170,$3.04 
PA,"Carbon County, Pennsylvania",42025,2019,11.70%,"7,490",17.10%,"2,120",$3.01 
PA,"Centre County, Pennsylvania",42027,2019,9.30%,"15,090",9.60%,"2,350",$3.68 
PA,"Chester County, Pennsylvania",42029,2019,6.30%,"32,740",6.80%,"8,120",$4.02 
PA,"Clarion County, Pennsylvania",42031,2019,13.30%,"5,140",17.40%,"1,270",$2.79 
PA,"Clearfield County, Pennsylvania",42033,2019,13.00%,"10,420",19.80%,"2,940",$3.05 
PA,"Clinton County, Pennsylvania",42035,2019,13.30%,"5,160",17.10%,"1,350",$3.11 
PA,"Columbia County, Pennsylvania",42037,2019,11.70%,"7,720",15.60%,"1,810",$3.18 
PA,"Crawford County, Pennsylvania",42039,2019,12.40%,"10,640",16.90%,"3,040",$3.03 
PA,"Cumberland County, Pennsylvania",42041,2019,8.10%,"20,200",10.20%,"5,150",$3.44 
PA,"Dauphin County, Pennsylvania",42043,2019,9.70%,"26,730",15.50%,"9,620",$3.24 
PA,"Delaware County, Pennsylvania",42045,2019,8.50%,"48,040",12.80%,"16,050",$3.70 
PA,"Elk County, Pennsylvania",42047,2019,10.70%,"3,260",15.00%,880,$3.22 
PA,"Erie County, Pennsylvania",42049,2019,12.50%,"34,340",17.80%,"10,510",$3.16 
PA,"Fayette County, Pennsylvania",42051,2019,14.60%,"19,190",21.60%,"5,460",$3.02 
PA,"Forest County, Pennsylvania",42053,2019,14.70%,"1,080",26.40%,210,$2.92 
PA,"Franklin County, Pennsylvania",42055,2019,9.80%,"15,050",13.50%,"4,660",$3.23 
PA,"Fulton County, Pennsylvania",42057,2019,11.30%,"1,640",15.40%,450,$3.14 
PA,"Greene County, Pennsylvania",42059,2019,12.90%,"4,750",17.70%,"1,260",$2.88 
PA,"Huntingdon County, Pennsylvania",42061,2019,12.20%,"5,520",18.20%,"1,510",$3.25 
PA,"Indiana County, Pennsylvania",42063,2019,12.50%,"10,600",16.80%,"2,570",$3.14 
PA,"Jefferson County, Pennsylvania",42065,2019,12.90%,"5,660",18.20%,"1,700",$2.83 
PA,"Juniata County, Pennsylvania",42067,2019,10.70%,"2,640",14.50%,810,$3.36 
PA,"Lackawanna County, Pennsylvania",42069,2019,12.70%,"26,750",16.80%,"7,240",$3.32 
PA,"Lancaster County, Pennsylvania",42071,2019,9.00%,"48,940",11.70%,"15,000",$3.37 
PA,"Lawrence County, Pennsylvania",42073,2019,12.70%,"11,030",18.00%,"3,120",$3.13 
PA,"Lebanon County, Pennsylvania",42075,2019,9.80%,"13,660",13.10%,"4,210",$3.17 
PA,"Lehigh County, Pennsylvania",42077,2019,10.00%,"36,680",14.10%,"11,690",$3.35 
PA,"Luzerne County, Pennsylvania",42079,2019,12.50%,"39,670",18.80%,"11,770",$3.20 
PA,"Lycoming County, Pennsylvania",42081,2019,12.10%,"13,790",17.20%,"4,040",$3.20 
PA,"McKean County, Pennsylvania",42083,2019,13.70%,"5,670",20.20%,"1,650",$2.87 
PA,"Mercer County, Pennsylvania",42085,2019,12.60%,"14,030",18.90%,"4,130",$2.86 
PA,"Mifflin County, Pennsylvania",42087,2019,12.40%,"5,730",17.70%,"1,840",$2.88 
PA,"Monroe County, Pennsylvania",42089,2019,9.40%,"15,760",14.50%,"4,840",$3.22 
PA,"Montgomery County, Pennsylvania",42091,2019,6.90%,"56,820",8.00%,"14,380",$3.63 
PA,"Montour County, Pennsylvania",42093,2019,10.50%,"1,910",13.40%,490,$3.17 
PA,"Northampton County, Pennsylvania",42095,2019,8.60%,"26,150",12.20%,"7,380",$3.60 
PA,"Northumberland County, Pennsylvania",42097,2019,12.70%,"11,610",17.70%,"3,190",$2.90 
PA,"Perry County, Pennsylvania",42099,2019,9.60%,"4,430",12.60%,"1,250",$3.36 
PA,"Philadelphia County, Pennsylvania",42101,2019,14.40%,"226,890",24.20%,"83,460",$3.51 
PA,"Pike County, Pennsylvania",42103,2019,9.90%,"5,460",15.80%,"1,580",$3.41 
PA,"Potter County, Pennsylvania",42105,2019,13.40%,"2,250",19.30%,670,$3.06 
PA,"Schuylkill County, Pennsylvania",42107,2019,12.00%,"17,140",16.60%,"4,670",$3.11 
PA,"Snyder County, Pennsylvania",42109,2019,10.90%,"4,400",15.40%,"1,310",$3.02 
PA,"Somerset County, Pennsylvania",42111,2019,11.90%,"8,860",17.80%,"2,420",$2.96 
PA,"Sullivan County, Pennsylvania",42113,2019,12.10%,740,17.60%,130,$3.21 
PA,"Susquehanna County, Pennsylvania",42115,2019,11.40%,"4,650",16.30%,"1,250",$3.68 
PA,"Tioga County, Pennsylvania",42117,2019,12.70%,"5,210",16.90%,"1,380",$3.17 
PA,"Union County, Pennsylvania",42119,2019,10.10%,"4,550",12.70%,"1,020",$3.46 
PA,"Venango County, Pennsylvania",42121,2019,12.80%,"6,630",17.60%,"1,790",$2.89 
PA,"Warren County, Pennsylvania",42123,2019,11.70%,"4,670",17.20%,"1,330",$2.89 
PA,"Washington County, Pennsylvania",42125,2019,10.10%,"20,950",13.00%,"5,260",$3.30 
PA,"Wayne County, Pennsylvania",42127,2019,11.20%,"5,780",15.60%,"1,340",$3.38 
