2 pager title,category,topic_area,variable_name,user_friendly_variable_name,variable_definition,periodicity,aggregation_method,format,source,url,last_update_date,general_comments,Libby notes
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 44512 Convenience stores,"Establishments, annual average count, NAICS 44512 Convenience stores",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 4452 Specialty food stores,"Establishments, annual average count, NAICS 4452 Specialty food stores",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,"annual_avg_estabs_count_NAICS 4453 Beer, wine, and liquor stores","Establishments, annual average count, NAICS 4453 Beer, wine, and liquor stores",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 484 Truck transportation,"Establishments, annual average count, NAICS 484 Truck transportation",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 493 Warehousing and storage,"Establishments, annual average count, NAICS 493 Warehousing and storage",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 722 Food services and drinking places,"Establishments, annual average count, NAICS 722 Food services and drinking places",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 7223 Special food services,"Establishments, annual average count, NAICS 7223 Special food services",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 722320 Caterers,"Establishments, annual average count, NAICS 722320 Caterers",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 722330 Mobile food services,"Establishments, annual average count, NAICS 722330 Mobile food services",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,"annual_avg_estabs_count_NAICS 7224 Drinking places, alcoholic beverages","Establishments, annual average count, NAICS 7224 Drinking places, alcoholic beverages",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 7225 Restaurants and other eating places,"Establishments, annual average count, NAICS 7225 Restaurants and other eating places",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,annual_avg_estabs_count_NAICS 722511 Full-service restaurants,"Establishments, annual average count, NAICS 722511 Full-service restaurants",Annual average of monthly employment levels for the specific NACIS sector for a given year,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 111 Crop production,"Wage, average weekly, NAICS 111 Crop production",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 112 Animal production and aquaculture,"Wage, average weekly, NAICS 112 Animal production and aquaculture",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,"annual_avg_wkly_wage_NAICS 114 Fishing, hunting and trapping","Wage, average weekly, NAICS 114 Fishing, hunting and trapping",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 115 Agriculture and forestry support activities,"Wage, average weekly, NAICS 115 Agriculture and forestry support activities",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 311 Food manufacturing,"Wage, average weekly, NAICS 311 Food manufacturing",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 3111 Animal food manufacturing,"Wage, average weekly, NAICS 3111 Animal food manufacturing",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 3112 Grain and oilseed milling,"Wage, average weekly, NAICS 3112 Grain and oilseed milling",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 3113 Sugar and confectionery product manufacturing,"Wage, average weekly, NAICS 3113 Sugar and confectionery product manufacturing",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 3114 Fruit and vegetable preserving and specialty,"Wage, average weekly, NAICS 3114 Fruit and vegetable preserving and specialty",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 3115 Dairy product manufacturing,"Wage, average weekly, NAICS 3115 Dairy product manufacturing",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 3116 Animal slaughtering and processing,"Wage, average weekly, NAICS 3116 Animal slaughtering and processing",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 3117 Seafood product preparation and packaging,"Wage, average weekly, NAICS 3117 Seafood product preparation and packaging",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 3118 Bakeries and tortilla manufacturing,"Wage, average weekly, NAICS 3118 Bakeries and tortilla manufacturing",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 311811 Retail bakeries,"Wage, average weekly, NAICS 311811 Retail bakeries",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 3119 Other food manufacturing,"Wage, average weekly, NAICS 3119 Other food manufacturing",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 3121 Beverage manufacturing,"Wage, average weekly, NAICS 3121 Beverage manufacturing",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 3122 Tobacco manufacturing,"Wage, average weekly, NAICS 3122 Tobacco manufacturing",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 32532 Pesticide and other ag. chemical mfg.,"Wage, average weekly, NAICS 32532 Pesticide and other ag. chemical mfg.",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 33311 Agricultural implement manufacturing,"Wage, average weekly, NAICS 33311 Agricultural implement manufacturing",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 4244 Grocery and related product wholesalers,"Wage, average weekly, NAICS 4244 Grocery and related product wholesalers",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 4245 Farm product raw material merch. whls.,"Wage, average weekly, NAICS 4245 Farm product raw material merch. whls.",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 4248 Alcoholic beverage merchant wholesalers,"Wage, average weekly, NAICS 4248 Alcoholic beverage merchant wholesalers",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 42491 Farm supplies merchant wholesalers,"Wage, average weekly, NAICS 42491 Farm supplies merchant wholesalers",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 445 Food and beverage stores,"Wage, average weekly, NAICS 445 Food and beverage stores",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 4451 Grocery stores,"Wage, average weekly, NAICS 4451 Grocery stores",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 44511 Supermarkets and other grocery stores,"Wage, average weekly, NAICS 44511 Supermarkets and other grocery stores",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 44512 Convenience stores,"Wage, average weekly, NAICS 44512 Convenience stores",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 4452 Specialty food stores,"Wage, average weekly, NAICS 4452 Specialty food stores",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,"annual_avg_wkly_wage_NAICS 4453 Beer, wine, and liquor stores","Wage, average weekly, NAICS 4453 Beer, wine, and liquor stores",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 484 Truck transportation,"Wage, average weekly, NAICS 484 Truck transportation",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 493 Warehousing and storage,"Wage, average weekly, NAICS 493 Warehousing and storage",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 722 Food services and drinking places,"Wage, average weekly, NAICS 722 Food services and drinking places",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 7223 Special food services,"Wage, average weekly, NAICS 7223 Special food services",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 722320 Caterers,"Wage, average weekly, NAICS 722320 Caterers",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 722330 Mobile food services,"Wage, average weekly, NAICS 722330 Mobile food services",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,"annual_avg_wkly_wage_NAICS 7224 Drinking places, alcoholic beverages","Wage, average weekly, NAICS 7224 Drinking places, alcoholic beverages",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 7225 Restaurants and other eating places,"Wage, average weekly, NAICS 7225 Restaurants and other eating places",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Wages,annual_avg_wkly_wage_NAICS 722511 Full-service restaurants,"Wage, average weekly, NAICS 722511 Full-service restaurants",Average weekly wage based on the 12-monthly employment levels and total annual wage levels for the specific NAICS sector.,Yearly ,Average ,integer,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 111 Crop production,"Location quotient, NAICS 111 Crop production","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 112 Animal production and aquaculture,"Location quotient, NAICS 112 Animal production and aquaculture","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,"lq_annual_avg_emplvl_NAICS 114 Fishing, hunting and trapping","Location quotient, NAICS 114 Fishing, hunting and trapping","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 115 Agriculture and forestry support activities,"Location quotient, NAICS 115 Agriculture and forestry support activities","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 311 Food manufacturing,"Location quotient, NAICS 311 Food manufacturing","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 3111 Animal food manufacturing,"Location quotient, NAICS 3111 Animal food manufacturing","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 3112 Grain and oilseed milling,"Location quotient, NAICS 3112 Grain and oilseed milling","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 3113 Sugar and confectionery product manufacturing,"Location quotient, NAICS 3113 Sugar and confectionery product manufacturing","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
Labor,Labor,Employment,lq_annual_avg_emplvl_NAICS 3114 Fruit and vegetable preserving and specialty,"Location quotient, NAICS 3114 Fruit and vegetable preserving and specialty","Location quotient of annual average employment for the specific NAICS sector relative to the U.S. (Rounded to the hundredths place), a location quotient greater than one indicates that the county has a higher concertration of employment in that sector compared to the national average.",Yearly ,Ratio ,number,"U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages",https://www.bls.gov/cew/downloadable-data-files.htm,9/23/22,"Annual averages by Industry, privately held businesses, all establishment sizes, data with disclosure removed",Changed definition
